"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"1627","의원","01_01_02_P","5710000","PHMA120004360069041100064","2000-10-11","","01","영업/정상","13","영업중","","","","","043-223-6755","","","충청북도 청주시 상당구 영운동 202번지 5호 외1필지","충청북도 청주시 상당구 단재로 141-3 (영운동)","28738","이화벨라여성의원","2024-09-06 04:45:37","U","2024-09-08 02:40:00","의원","244597.407725167","346345.339017469","의원","2","4","4","781.94","110","산부인과","","","","0","0","","","0","",
"1628","의원","01_01_02_P","5710000","PHMA120004360079041100053","2000-07-21","","01","영업/정상","13","영업중","","","","","043-234-7587","","","충청북도 청주시 흥덕구 가경동 1685번지 명인투플러스","충청북도 청주시 흥덕구 풍년로 26, 207호208호 (가경동)","28413","익생한의원","2017-11-28 11:01:28","I","2018-08-31 23:59:59","한의원","239383.888403838","346184.453276765","","","","","","","","","","","","","","","","",
"1629","의원","01_01_02_P","5710000","PHMA120124360079041100019","2012-05-30","","01","영업/정상","13","영업중","","","","","274-7582","","362-804","충청북도 청주시 서원구 개신동 278번지 2호","충청북도 청주시 서원구 성봉로 230-1, 2층 (개신동, 휴민빌딩)","28645","엔젤가정의학과의원","2025-03-20 23:15:58","U","2025-03-22 02:40:00","의원","240180.951141857","347254.961244361","의원","1","0","0","182.6","122 101 105 111 113 115 114","내과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 가정의학과","","","","0","0","","","0","",
"1630","의원","01_01_02_P","5710000","PHMA120044360079041100072","2004-04-29","","01","영업/정상","13","영업중","","","","","043-221-2100","","361-810","충청북도 청주시 흥덕구 복대동 288번지 17호 (5층)","충청북도 청주시 흥덕구 대농로 48, 5층 (복대동)","28427","태양한의원","2024-05-09 15:07:04","U","2024-05-11 02:40:00","한의원","238166.725054514","349014.982272571","한의원","1","0","0","162.36","301 304 307 302 305 308 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"1631","의원","01_01_02_P","5710000","PHMA120044360069041100004","2004-06-29","","01","영업/정상","13","영업중","","","","","214-8275","","","","충청북도 청주시 청원구 공항로 126, 3층 (율량동)","28330","서울이비인후과의원","2021-12-22 11:25:25","U","2021-12-24 02:40:00","의원","243334.46258225","352030.529544931","의원","1","0","0","139.92","113","이비인후과","","","","0","0","","","0","",
"1632","의원","01_01_02_P","5710000","PHMA120134360079041100022","2013-08-02","","01","영업/정상","13","영업중","","","","","043-295-3375","","","","충청북도 청주시 서원구 1순환로1107번길 42, 3층 (분평동, 대상테마빌딩)","28800","백두한의원","2024-04-25 09:06:41","U","2024-04-27 02:40:00","한의원","243766.278080692","345348.647980401","한의원","2","0","0","161.78","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"1633","의원","01_01_02_P","5710000","PHMA120014360069041100079","2001-12-28","","01","영업/정상","13","영업중","","","","","043-257-8888","","","","충청북도 청주시 상당구 상당로1번길 2, 2층 (석교동)","28534","옥당한의원","2024-08-26 13:28:56","U","2024-08-28 02:40:00","한의원","243833.808345781","347581.535686929","한의원","1","0","0","183.57","301 302 303 304 305 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과","","","","0","0","","","0","",
"1634","의원","01_01_02_P","5710000","PHMA120114360069041100003","2011-02-25","","01","영업/정상","13","영업중","","","","","255-5200","","360-060","충청북도 청주시 상당구 석교동 139번지 4층,5층","충청북도 청주시 상당구 청남로 2196, 4층,5층 (석교동)","28711","청주밝은안과의원","2022-04-01 03:45:22","U","2022-04-03 02:40:00","의원","243858.0238614","347491.339979284","의원","1","0","0","352.44","112","안과","","","","0","0","","","0","",
"1635","의원","01_01_02_P","5710000","PHMA120114360079041100010","2011-03-03","","01","영업/정상","13","영업중","","","","","288-1235","","","","충청북도 청주시 서원구 청남로 1992 (분평동)","28797","천일한의원","2017-12-13 11:14:38","I","2018-08-31 23:59:59","한의원","243267.89428997","345539.233432328","","","","","","","","","","","","","","","","",
"1636","의원","01_01_02_P","5710000","PHMA119864360069041100011","1986-05-10","","01","영업/정상","13","영업중","","","","","043-253-5058","","","충청북도 청주시 청원구 내덕동 226번지 10호","충청북도 청주시 청원구 상당로 283 (내덕동)","28489","장관환정형외과의원","2025-02-14 02:15:47","U","2025-02-16 02:40:00","의원","243600.875171322","350399.248933305","의원","1","0","0","0","105","정형외과","","","","0","0","","","0","",
"1637","의원","01_01_02_P","5710000","PHMA119944360079041100008","1994-04-11","","01","영업/정상","13","영업중","","","","","291-2435","","","","충청북도 청주시 서원구 수곡로 55 (수곡동, 혜화당한의원)","28688","혜화당한의원","2018-03-31 10:53:33","I","2018-08-31 23:59:59","한의원","242188.626739501","346276.950767689","","","","","","","","","","","","","","","","",
"1638","의원","01_01_02_P","5710000","PHMA120004360069041100017","2000-04-26","","01","영업/정상","13","영업중","","","","","043-222-7575","","","","충청북도 청주시 상당구 영운로 90-1 (금천동)","28735","재성한의원","2020-05-08 16:26:34","U","2020-05-10 02:40:00","한의원","244302.957919815","347047.016548151","한의원","1","0","0","70","301 302 303 304 305 306 307 308","침구과, 사상체질과, 한방재활의학과, 한방신경정신과, 한방안·이비인후·피부과, 한방소아과, 한방부인과, 한방내과","","","","0","0","","","0","",
"1639","의원","01_01_02_P","5710000","PHMA120054360079041100037","2005-04-26","","01","영업/정상","13","영업중","","","","","266-6680","","","충청북도 청주시 서원구 사창동 259번지 3호","충청북도 청주시 서원구 사직대로 128 (사창동, 해인빌딩)","28647","가톨릭피부과의원","2018-01-18 23:13:39","I","2018-08-31 23:59:59","의원","241211.353722652","348271.07812185","","","","","","","","","","","","","","","","",
"1640","의원","01_01_02_P","5710000","PHMA119984410018041100002","1998-06-24","","01","영업/정상","13","영업중","","","","","043-297-7294","","","","충청북도 청주시 상당구 문의면 문의시내로 50","28208","대청한의원","2023-10-19 16:41:06","U","2023-10-21 02:40:00","한의원","244497.967046443","335310.792709748","한의원","1","0","0","131.15","308 303 302 301","한방내과, 한방부인과, 한방소아과, 침구과","","","","0","0","","","0","",
"1641","의원","01_01_02_P","5710000","PHMA120054360079041100038","2005-04-27","","01","영업/정상","13","영업중","","","","","0432370500","","361-260","충청북도 청주시 흥덕구 가경동 1672번지","충청북도 청주시 흥덕구 가경로 9-2  (가경동)","","한미내과의원","2024-11-07 20:15:16","U","2024-11-09 02:40:00","의원","239602.046531393","346293.074428312","의원","1","0","0","198.85","101","내과","","","","0","0","","","0","",
"1642","의원","01_01_02_P","5710000","PHMA120024360079041100045","2002-09-27","","01","영업/정상","13","영업중","","","","","267-0875","","","충청북도 청주시 서원구 산남동 590 남양빌딩","충청북도 청주시 서원구 산남로62번길 25, 남양빌딩 2층 (산남동)","28625","엄재호내과의원","2024-10-04 02:44:38","U","2024-10-06 02:40:00","의원","241700.575693863","345783.222613488","의원","17","0","0","568.64","101","내과","","","","0","0","","","0","",
"1643","의원","01_01_02_P","5710000","PHMA120124360079041100016","2012-05-16","","01","영업/정상","13","영업중","","","","","043-235-7600","","","충청북도 청주시 흥덕구 가경동 1675번지 (2층)","충청북도 청주시 흥덕구 가경로 9-12, 2층 201호202호 (가경동, 디오스프라자Ⅱ)","28413","에이원치과의원","2020-03-06 07:13:46","U","2020-03-08 02:40:00","치과의원","239564.712484964","346266.9015412","치과의원","1","0","0","242.65","411 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과","","","","0","0","","","0","",
"1644","의원","01_01_02_P","5710000","PHMA120124360079041100032","2012-10-16","","01","영업/정상","13","영업중","","","","","043-232-2275","","","","충청북도 청주시 흥덕구 대농로 48, 3층 301호 302호 (복대동)","28427","행복한웰스치과의원","2025-02-21 01:45:37","U","2025-02-23 02:40:00","치과의원","238166.725054514","349014.982272571","치과의원","1","0","0","352.79","412","통합치의학과","","","","0","0","","","0","",
"1645","의원","01_01_02_P","5710000","PHMA120134360079041100010","2013-05-03","","01","영업/정상","13","영업중","","","","","0432323400","","","충청북도 청주시 흥덕구 복대동 288번지 117호 (7~8층)","충청북도 청주시 흥덕구 대농로 66, 7-8층 (복대동)","28427","무릅날개정형외과의원","2025-02-06 22:15:28","U","2025-02-08 02:40:00","의원","238338.058930046","349013.75761523","의원","3","11","29","1313.76","105 106 104 111 120 101 116 113 122 114 115 109","내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"1646","의원","01_01_02_P","5710000","PHMA120134360079041100012","2013-05-14","","01","영업/정상","13","영업중","","","","","043-234-0075","","","충청북도 청주시 흥덕구 비하동 60-3","충청북도 청주시 흥덕구 비하로 1, 1(일부)~3층 (비하동)","28366","강서서울연합의원","2024-07-05 00:45:16","U","2024-07-07 02:40:00","의원","237999.176214524","347445.502407354","의원","5","0","0","541.16","101 104 109 110 111 112 113 114 115 122","내과, 외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 가정의학과","","","","0","0","","","0","",
"1647","의원","01_01_02_P","5710000","PHMA120145710013041100010","2014-12-03","","01","영업/정상","13","영업중","","","","","212-1014","","","","충청북도 청주시 청원구 사뜸로 60, 2층 (율량동, 효성2차상가)","28339","우리동네한의원","2018-07-19 10:45:03","I","2018-08-31 23:59:59","한의원","242985.132399489","351941.899746567","","","","","","","","","","","","","","","","",
"1648","의원","01_01_02_P","5710000","PHMA120155710013041100001","2015-01-05","","01","영업/정상","13","영업중","","","","","043-241-9995","","","충청북도 청주시 청원구 오창읍 각리 649번지 1호","충청북도 청주시 청원구 오창읍 오창중앙로 123-2, 2,3,4층","28123","늘푸른연합의원","2025-02-14 01:45:57","U","2025-02-16 02:40:00","의원","237156.734983492","356549.862337468","의원","5","9","29","842.58","101 111 113 104 105 114 115","내과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과","","","","0","0","","","0","",
"1649","의원","01_01_02_P","5710000","PHMA120084360079041100056","2008-01-24","","01","영업/정상","13","영업중","","","","","238-0600","","361-260","충청북도 청주시 흥덕구 가경동 1554번지 태경빌딩 7층","충청북도 청주시 흥덕구 가경로 8-1, 7층 (가경동, 태경빌딩)","28409","가경수피부과의원","2024-12-13 03:15:25","U","2024-12-15 02:40:00","의원","239656.578868217","346277.541044043","의원","2","0","0","375.8","114","피부과","","","","0","0","","","0","",
"1650","의원","01_01_02_P","5710000","PHMA119824360069041100003","1982-06-29","","01","영업/정상","13","영업중","","","","","043-256-8336","","","충청북도 청주시 청원구 우암동 123번지 35호","충청북도 청주시 청원구 상당로 224, 2층 (우암동)","28505","우암치과의원","2017-09-05 18:37:00","I","2018-08-31 23:59:59","치과의원","243702.617734885","349782.308348488","","","","","","","","","","","","","","","","",
"1651","의원","01_01_02_P","5710000","PHMA120084360079041100050","2008-02-13","","01","영업/정상","13","영업중","","","","","043-238-7975","","","","충청북도 청주시 흥덕구 가로수로 1314 (복대동)","28598","지산한의원","2017-11-28 09:34:18","I","2018-08-31 23:59:59","한의원","239209.39989733","348006.342510098","","","","","","","","","","","","","","","","",
"1652","의원","01_01_02_P","5710000","PHMA119824360069041100004","1982-09-09","","01","영업/정상","13","영업중","","","","","221-9823","","","","충청북도 청주시 청원구 상당로 307, 7층 (내덕동, 주성메디컬)","28479","성치과의원","2017-09-05 18:37:00","I","2018-08-31 23:59:59","치과의원","243580.861393438","350623.735632877","","","","","","","","","","","","","","","","",
